original,log_transform,sqrt_transform,boxcox_transform
7869,8.970813341411448,88.70738413458037,787.4795097571005
7870,8.97094039814245,88.7130204648675,787.5501443211725
7871,8.971067438732089,88.71865643707642,787.6207762337527
7872,8.971194463184467,88.72429205127534,787.6914054952774
7873,8.971321471503682,88.72992730753249,787.7620321061862
7874,8.971448463693834,88.73556220591607,787.8326560669105
7875,8.971575439759016,88.74119674649424,787.9032773778911
7876,8.971702399703325,88.74683092933516,787.97389603956
7877,8.971829343530851,88.75246475450696,788.0445120523536
7878,8.971956271245688,88.75809822207775,788.1151254167095
7879,8.972083182851925,88.7637313321156,788.185736133062
7880,8.97221007835365,88.76936408468859,788.2563442018463
7881,8.97233695775495,88.77499647986475,788.3269496234972
7882,8.972463821059907,88.78062851771213,788.3975523984514
7883,8.97259066827261,88.7862601982987,788.4681525271434
7884,8.972717499397138,88.79189152169245,788.5387500100057
7885,8.972844314437573,88.79752248796134,788.6093448474758
7886,8.97297111339799,88.80315309717331,788.6799370399876
7887,8.973097896282471,88.80878334939625,788.7505265879754
