,재비산먼지 평균농도(㎍/㎥)
4104,6.0
4105,4.0
4106,4.0
4107,5.0
4108,10.0
4109,14.0
4110,6.0
4111,4.0
4112,6.0
4113,29.0
4114,4.0
4115,4.0
4116,5.0
4117,4.0
4118,5.0
4119,6.0
4120,27.0
4121,4.0
4122,7.0
4123,5.0
4124,8.0
4125,33.0
4126,6.0
4127,5.0
4128,16.0
4129,8.0
4130,9.0
4131,48.0
4132,12.0
4133,25.0
4134,12.0
4135,7.0
4136,5.0
4137,4.0
4138,7.0
4139,7.0
4140,6.0
4141,5.0
4142,6.0
4143,6.0
4144,5.0
4145,10.0
4146,7.0
4147,7.0
4148,5.0
4149,5.0
4150,7.0
4151,4.0
4152,8.0
4153,36.0
4154,5.0
4155,5.0
4156,5.0
4157,4.0
4158,8.0
4159,10.0
4160,5.0
4161,7.0
4162,7.0
4163,13.0
4164,22.0
4165,81.0
4166,21.0
4167,13.0
4168,12.0
4169,12.0
4170,14.0
4171,13.0
4172,15.0
4173,43.0
4174,31.0
4175,41.0
4176,14.0
4177,15.0
4178,15.0
4179,17.0
4180,14.0
4181,20.0
4182,22.0
4183,12.0
4184,15.0
4185,18.0
4186,13.0
4187,35.0
4188,14.0
4189,29.0
4190,15.0
4191,14.0
4192,9.0
4193,11.0
4194,19.0
4195,16.0
4196,169.20999999999913
4197,39.0
4198,51.0
4199,8.0
4200,7.0
4201,8.0
4202,59.0
4203,8.0
4204,33.0
4205,9.0
4206,7.0
4207,14.0
4208,5.0
4209,14.0
4210,13.0
4211,9.0
4212,25.0
4213,13.0
4214,17.0
4215,31.0
4216,11.0
4217,23.0
4218,11.0
4219,24.0
4220,25.0
4221,7.0
4222,9.0
4223,25.0
4224,8.0
4225,9.0
4226,23.0
4227,9.0
4228,8.0
4229,4.0
4230,44.0
4231,8.0
4232,8.0
4233,14.0
4234,11.0
4235,16.0
4236,23.0
4237,18.0
4238,15.0
4239,16.0
4240,14.0
4241,46.0
4242,27.0
4243,42.0
4244,9.0
4245,12.0
4246,15.0
4247,20.0
4248,13.0
4249,21.0
4250,13.0
4251,24.0
4252,110.0
4253,10.0
4254,45.0
4255,16.0
4256,169.20999999999913
4257,5.0
4258,9.0
4259,15.0
4260,20.0
4261,10.0
4262,55.0
4263,26.0
4264,9.0
4265,8.0
4266,7.0
4267,35.0
4268,7.0
4269,11.0
4270,8.0
4271,9.0
4272,28.0
4273,9.0
4274,15.0
4275,13.0
4276,16.0
4277,7.0
4278,9.0
4279,19.0
4280,5.0
4281,19.0
4282,91.0
4283,11.0
4284,10.0
4285,33.0
4286,19.0
4287,13.0
4288,8.0
4289,6.0
4290,25.0
4291,14.0
4292,16.0
4293,11.0
4294,13.0
4295,10.0
4296,15.0
4297,12.0
4298,12.0
4299,23.0
4300,24.0
4301,16.0
4302,13.0
4303,20.0
4304,8.0
4305,17.0
4306,20.0
4307,29.0
4308,169.20999999999913
4309,33.0
4310,16.0
4311,18.0
4312,15.0
4313,74.0
4314,12.0
4315,9.0
4316,9.0
4317,45.0
4318,19.0
4319,15.0
4320,15.0
4321,8.0
4322,22.0
4323,10.0
4324,13.0
4325,8.0
4326,10.0
4327,8.0
4328,17.0
4329,20.0
4330,169.20999999999913
4331,9.0
4332,47.0
4333,10.0
4334,13.0
4335,28.0
4336,5.0
4337,18.0
4338,15.0
4339,16.0
4340,8.0
4341,8.0
4342,28.0
4343,12.0
4344,7.0
4345,12.0
4346,5.0
4347,35.0
4348,5.0
4349,8.0
4350,12.0
4351,24.0
4352,8.0
4353,7.0
4354,10.0
4355,7.0
4356,6.0
4357,6.0
4358,4.0
4359,7.0
4360,7.0
4361,7.0
4362,6.0
4363,12.0
4364,8.0
4365,7.0
4366,8.0
4367,7.0
4368,5.0
4369,6.0
4370,8.0
4371,4.0
4372,169.20999999999913
4373,15.0
4374,23.0
4375,8.0
4376,56.0
4377,17.0
4378,29.0
4379,9.0
4380,97.0
4381,31.0
4382,30.0
4383,21.0
4384,27.0
4385,19.0
4386,54.0
4387,36.0
4388,10.0
4389,84.0
4390,36.0
4391,13.0
4392,10.0
4393,8.0
4394,14.0
4395,15.0
4396,47.0
4397,10.0
4398,22.0
4399,5.0
4400,15.0
4401,16.0
4402,15.0
4403,9.0
4404,13.0
4405,15.0
4406,4.0
4407,7.0
4408,6.0
4409,6.0
4410,16.0
4411,5.0
4412,50.0
4413,6.0
4414,17.0
4415,9.0
4416,7.0
4417,6.0
4418,10.0
4419,23.0
4420,14.0
4421,8.0
4422,11.0
4423,31.0
4424,11.0
4425,11.0
4426,8.0
4427,8.0
4428,15.0
4429,10.0
4430,12.0
4431,10.0
4432,9.0
4433,9.0
4434,8.0
4435,11.0
4436,15.0
4437,9.0
4438,19.0
4439,9.0
4440,8.0
4441,9.0
4442,8.0
4443,8.0
4444,9.0
4445,9.0
4446,8.0
4447,13.0
4448,14.0
4449,14.0
4450,11.0
4451,10.0
4452,13.0
4453,8.0
4454,9.0
4455,8.0
4456,12.0
4457,11.0
4458,9.0
4459,16.0
4460,12.0
4461,27.0
4462,13.0
4463,27.0
4464,11.0
4465,11.0
4466,13.0
4467,10.0
4468,10.0
4469,10.0
4470,11.0
4471,11.0
4472,9.0
4473,9.0
4474,10.0
4475,13.0
4476,36.0
4477,24.0
4478,14.0
4479,26.0
4480,14.0
4481,11.0
4482,39.0
4483,21.0
4484,4.0
4485,4.0
4486,8.0
4487,5.0
4488,4.0
4489,5.0
4490,6.0
4491,6.0
4492,7.0
4493,26.0
4494,24.0
4495,22.0
4496,9.0
4497,6.0
4498,25.0
4499,17.0
4500,32.0
4501,11.0
4502,56.0
4503,169.20999999999913
4504,27.0
4505,57.0
4506,5.0
4507,76.0
4508,31.0
4509,33.0
4510,8.0
4511,10.0
4512,6.0
4513,11.0
4514,12.0
4515,7.0
4516,7.0
4517,9.0
4518,17.0
4519,22.0
4520,7.0
4521,6.0
4522,14.0
4523,6.0
4524,11.0
4525,9.0
4526,3.0
4527,8.0
4528,15.0
4529,4.0
4530,23.0
4531,16.0
4532,31.0
4533,47.0
4534,79.0
4535,8.0
4536,9.0
4537,15.0
4538,6.0
4539,14.0
4540,9.0
4541,8.0
4542,22.0
4543,13.0
4544,7.0
4545,9.0
4546,11.0
4547,17.0
4548,6.0
4549,6.0
4550,7.0
4551,5.0
4552,6.0
4553,6.0
4554,10.0
4555,7.0
4556,6.0
4557,8.0
4558,6.0
4559,9.0
4560,12.0
4561,11.0
4562,8.0
4563,11.0
4564,8.0
4565,5.0
4566,45.0
4567,13.0
4568,15.0
4569,6.0
4570,18.0
4571,15.0
4572,11.0
4573,15.0
4574,22.0
4575,16.0
4576,43.0
4577,45.0
4578,10.0
4579,10.0
4580,6.0
4581,7.0
4582,6.0
4583,10.0
4584,7.0
4585,8.0
4586,7.0
4587,5.0
4588,18.0
4589,27.0
4590,29.0
4591,18.0
4592,26.0
4593,34.0
4594,15.0
4595,7.0
4596,14.0
4597,27.0
4598,9.0
4599,34.0
4600,16.0
4601,21.0
4602,18.0
4603,50.0
4604,14.0
4605,25.0
4606,14.0
4607,41.0
4608,41.0
4609,47.0
4610,13.0
4611,29.0
4612,14.0
4613,30.0
4614,36.0
4615,16.0
4616,15.0
4617,43.0
4618,37.0
4619,10.0
4620,46.0
4621,17.0
4622,18.0
4623,11.0
4624,25.0
4625,25.0
4626,20.0
4627,16.0
4628,13.0
4629,26.0
4630,20.0
4631,39.0
4632,25.0
4633,25.0
4634,20.0
4635,24.0
4636,29.0
4637,8.0
4638,13.0
4639,24.0
4640,63.0
4641,24.0
4642,39.0
4643,4.0
4644,6.0
4645,18.0
4646,4.0
4647,7.0
4648,6.0
4649,7.0
4650,5.0
4651,4.0
4652,5.0
4653,6.0
4654,6.0
4655,19.0
4656,33.0
4657,25.0
4658,13.0
4659,31.0
4660,114.0
4661,30.0
4662,19.0
4663,14.0
4664,13.0
4665,43.0
4666,34.0
4667,67.0
4668,10.0
4669,4.0
4670,25.0
4671,36.0
4672,38.0
4673,18.0
4674,38.0
4675,21.0
4676,1.0
4677,6.0
4678,44.0
4679,10.0
4680,169.20999999999913
4681,30.0
4682,45.0
4683,13.0
4684,5.0
4685,5.0
4686,50.0
4687,9.0
4688,9.0
4689,12.0
4690,14.0
4691,26.0
4692,5.0
4693,25.0
4694,56.0
4695,34.0
4696,52.0
4697,169.20999999999913
4698,26.0
4699,25.0
4700,13.0
4701,15.0
4702,10.0
4703,16.0
4704,22.0
4705,19.0
4706,9.0
4707,29.0
4708,10.0
4709,9.0
4710,10.0
4711,69.0
4712,15.0
4713,60.0
4714,107.0
4715,169.20999999999913
4716,4.0
4717,5.0
4718,7.0
4719,5.0
4720,10.0
4721,4.0
4722,18.0
4723,6.0
4724,6.0
4725,13.0
4726,9.0
4727,18.0
4728,15.0
4729,13.0
4730,12.0
4731,14.0
4732,20.0
4733,11.0
4734,11.0
4735,30.0
4736,27.0
4737,41.0
4738,88.0
4739,22.0
4740,13.0
4741,37.0
4742,82.0
4743,86.0
4744,16.0
4745,107.0
4746,99.0
4747,132.0
4748,169.20999999999913
4749,12.0
4750,36.0
4751,78.0
4752,5.0
4753,10.0
4754,3.0
4755,3.0
4756,4.0
4757,32.0
4758,4.0
4759,40.0
4760,59.0
4761,34.0
4762,13.0
4763,20.0
4764,70.0
4765,49.0
4766,129.0
4767,69.0
4768,102.0
4769,36.0
4770,17.0
4771,5.0
4772,3.0
4773,5.0
4774,15.0
4775,13.0
4776,4.0
4777,7.0
4778,9.0
4779,20.0
4780,6.0
4781,90.0
4782,42.0
4783,14.0
4784,19.0
4785,26.0
4786,169.20999999999913
4787,29.0
4788,42.0
4789,4.0
4790,4.0
4791,4.0
4792,9.0
4793,2.0
4794,1.0
4795,1.0
4796,3.0
4797,3.0
4798,3.0
4799,5.0
4800,5.0
4801,4.0
4802,16.0
4803,107.0
4804,105.0
4805,109.0
4806,3.0
4807,3.0
4808,3.0
4809,3.0
4810,7.0
4811,36.0
4812,44.0
4813,21.0
4814,6.0
4815,4.0
4816,21.0
4817,104.0
4818,5.0
4819,3.0
4820,59.0
4821,7.0
4822,15.0
4823,9.0
4824,41.0
4825,37.0
4826,17.0
4827,1.0
4828,5.0
4829,5.0
4830,2.0
4831,15.0
4832,11.0
4833,8.0
4834,4.0
4835,14.0
4836,21.0
4837,17.0
4838,1.0
4839,1.0
4840,1.0
4841,2.0
4842,18.0
4843,17.0
4844,30.0
4845,59.0
4846,169.20999999999913
4847,2.0
4848,1.0
4849,1.0
4850,1.0
4851,6.0
4852,19.0
4853,14.0
4854,17.0
4855,8.0
4856,10.0
4857,9.0
4858,13.0
4859,8.0
4860,9.0
4861,10.0
4862,4.0
4863,5.0
4864,13.0
4865,19.0
4866,9.0
4867,10.0
4868,19.0
4869,2.0
4870,4.0
4871,107.0
4872,45.0
4873,29.0
4874,26.0
4875,11.0
4876,13.0
4877,20.0
4878,7.0
4879,26.0
4880,29.0
4881,169.20999999999913
4882,82.0
4883,33.0
4884,16.0
4885,6.0
4886,9.0
4887,26.0
4888,11.0
4889,15.0
4890,6.0
4891,15.0
4892,4.0
4893,23.0
4894,28.0
4895,17.0
4896,51.0
4897,19.0
4898,20.0
4899,15.0
4900,29.0
4901,25.0
4902,13.0
4903,5.0
4904,3.0
4905,24.0
4906,37.0
4907,67.0
4908,39.0
4909,20.0
4910,133.0
4911,49.0
4912,43.0
4913,64.0
4914,64.0
4915,6.0
4916,5.0
4917,5.0
4918,10.0
4919,17.0
4920,4.0
4921,2.0
4922,37.0
4923,5.0
4924,28.0
4925,68.0
4926,73.0
4927,111.0
4928,15.0
4929,49.0
4930,111.0
4931,96.0
4932,99.0
4933,127.0
4934,169.20999999999913
4935,127.0
4936,42.0
4937,33.0
4938,83.0
4939,111.0
4940,4.0
4941,25.0
4942,149.0
4943,42.0
4944,41.0
4945,136.0
4946,96.0
4947,5.0
4948,16.0
4949,17.0
4950,33.0
4951,9.0
4952,9.0
4953,4.0
4954,5.0
4955,7.0
4956,9.0
4957,23.0
4958,37.0
4959,42.0
4960,20.0
4961,20.0
4962,61.0
4963,70.0
4964,52.0
4965,48.0
4966,93.0
4967,40.0
4968,29.0
4969,11.0
4970,31.0
4971,158.0
4972,60.0
4973,126.0
4974,82.0
4975,12.0
4976,14.0
4977,2.0
4978,6.0
4979,6.0
4980,3.0
4981,3.0
4982,1.0
4983,25.0
4984,8.0
4985,7.0
4986,17.0
4987,39.0
4988,33.0
4989,22.0
4990,9.0
4991,12.0
4992,5.0
4993,5.0
4994,6.0
4995,4.0
4996,8.0
4997,14.0
4998,6.0
4999,2.0
5000,24.0
5001,4.0
5002,7.0
5003,10.0
5004,1.0
5005,3.0
5006,1.0
5007,1.0
5008,2.0
5009,3.0
5010,1.0
5011,4.0
5012,3.0
5013,3.0
5014,3.0
5015,2.0
5016,7.0
5017,3.0
5018,2.0
5019,2.0
5020,2.0
5021,169.20999999999913
5022,58.0
5023,87.0
5024,54.0
5025,46.0
5026,30.0
5027,93.0
5028,34.0
5029,77.0
5030,74.0
5031,60.0
5032,100.0
5033,38.0
5034,26.0
5035,37.0
5036,28.0
5037,21.0
5038,32.0
5039,40.0
5040,20.0
5041,30.0
5042,19.0
5043,31.0
5044,26.0
5045,25.0
5046,17.0
5047,27.0
5048,15.0
5049,16.0
5050,40.0
5051,21.0
5052,2.0
5053,42.0
5054,3.0
5055,2.0
5056,24.0
5057,134.0
5058,32.0
5059,153.0
5060,169.20999999999913
5061,108.0
5062,99.0
5063,99.0
5064,79.0
5065,110.0
5066,169.20999999999913
5067,119.0
5068,86.0
5069,33.0
5070,47.0
5071,2.0
5072,5.0
5073,23.0
5074,11.0
5075,21.0
5076,40.0
5077,23.0
5078,79.0
5079,38.0
5080,102.0
5081,101.0
5082,41.0
5083,41.0
5084,115.0
5085,21.0
5086,13.0
5087,4.0
5088,78.0
5089,32.0
5090,39.0
5091,46.0
5092,40.0
5093,58.0
5094,33.0
5095,16.0
5096,92.0
5097,122.0
5098,110.0
5099,120.0
5100,169.20999999999913
5101,71.0
5102,95.0
5103,11.0
5104,12.0
5105,18.0
5106,2.0
5107,3.0
5108,7.0
5109,2.0
5110,5.0
5111,3.0
5112,3.0
5113,5.0
5114,4.0
5115,3.0
5116,3.0
5117,3.0
5118,13.0
5119,4.0
5120,4.0
5121,6.0
5122,4.0
5123,4.0
5124,4.0
5125,2.0
5126,2.0
5127,3.0
5128,7.0
5129,3.0
5130,3.0
5131,6.0
5132,6.0
5133,3.0
5134,11.0
5135,10.0
5136,10.0
5137,11.0
5138,17.0
5139,15.0
5140,10.0
5141,8.0
5142,8.0
5143,23.0
5144,8.0
5145,18.0
5146,35.0
5147,13.0
5148,24.0
5149,43.0
5150,22.0
5151,19.0
5152,7.0
5153,14.0
5154,2.0
5155,1.0
5156,2.0
5157,7.0
5158,6.0
5159,5.0
5160,2.0
5161,12.0
5162,2.0
5163,4.0
5164,2.0
5165,10.0
5166,9.0
5167,5.0
5168,3.0
5169,3.0
5170,5.0
5171,3.0
5172,7.0
5173,2.0
5174,3.0
5175,2.0
5176,4.0
5177,3.0
5178,4.0
5179,4.0
5180,3.0
5181,8.0
5182,4.0
5183,4.0
5184,5.0
5185,8.0
5186,6.0
5187,6.0
5188,4.0
5189,13.0
5190,7.0
5191,8.0
5192,3.0
5193,3.0
5194,34.0
5195,3.0
5196,3.0
5197,169.20999999999913
5198,9.0
5199,9.0
5200,6.0
5201,8.0
5202,4.0
5203,7.0
5204,13.0
5205,112.0
5206,8.0
5207,12.0
5208,42.0
5209,14.0
5210,4.0
5211,8.0
5212,3.0
5213,9.0
5214,10.0
5215,6.0
5216,9.0
5217,14.0
5218,21.0
5219,5.0
5220,4.0
5221,5.0
5222,3.0
5223,3.0
5224,9.0
5225,4.0
5226,6.0
5227,6.0
5228,6.0
5229,6.0
5230,31.0
5231,15.0
5232,10.0
5233,3.0
5234,5.0
5235,4.0
5236,73.0
5237,11.0
5238,7.0
5239,2.0
5240,5.0
5241,14.0
5242,4.0
5243,38.0
5244,7.0
5245,9.0
5246,10.0
5247,3.0
5248,2.0
5249,9.0
5250,3.0
5251,12.0
5252,15.0
5253,7.0
5254,18.0
5255,19.0
5256,36.0
5257,29.0
5258,32.0
5259,33.0
5260,10.0
5261,14.0
5262,15.0
5263,9.0
5264,16.0
5265,12.0
5266,11.0
5267,11.0
5268,13.0
5269,15.0
5270,16.0
5271,18.0
5272,19.0
5273,5.0
5274,5.0
5275,16.0
5276,4.0
5277,2.0
5278,5.0
5279,3.0
5280,7.0
5281,5.0
5282,3.0
5283,3.0
5284,6.0
5285,4.0
5286,5.0
5287,3.0
5288,4.0
5289,6.0
5290,4.0
5291,13.0
5292,3.0
5293,12.0
5294,6.0
5295,2.0
5296,7.0
5297,8.0
5298,3.0
5299,19.0
5300,7.0
5301,5.0
5302,9.0
5303,10.0
5304,6.0
5305,16.0
5306,40.0
5307,2.0
5308,3.0
5309,4.0
5310,1.0
5311,1.0
5312,3.0
5313,2.0
5314,3.0
5315,4.0
5316,19.0
5317,7.0
5318,7.0
5319,6.0
5320,7.0
5321,10.0
5322,6.0
5323,5.0
5324,8.0
5325,11.0
5326,3.0
5327,3.0
5328,4.0
5329,2.0
5330,3.0
5331,5.0
5332,6.0
5333,3.0
5334,2.0
5335,5.0
5336,9.0
5337,8.0
5338,6.0
5339,5.0
5340,29.0
5341,5.0
5342,3.0
5343,4.0
5344,5.0
5345,3.0
5346,10.0
5347,5.0
5348,3.0
5349,5.0
5350,8.0
5351,14.0
5352,11.0
5353,8.0
5354,5.0
5355,6.0
5356,6.0
5357,18.0
5358,7.0
5359,8.0
5360,21.0
5361,10.0
5362,13.0
5363,10.0
5364,29.0
5365,2.0
5366,3.0
5367,3.0
5368,7.0
5369,6.0
5370,4.0
5371,6.0
5372,6.0
5373,6.0
5374,7.0
5375,6.0
5376,6.0
5377,6.0
5378,8.0
5379,9.0
5380,2.0
5381,8.0
5382,5.0
5383,6.0
5384,6.0
5385,11.0
5386,2.0
5387,2.0
5388,4.0
5389,4.0
5390,3.0
5391,6.0
5392,5.0
5393,8.0
5394,6.0
5395,12.0
5396,19.0
5397,10.0
5398,31.0
5399,15.0
5400,4.0
5401,3.0
5402,3.0
5403,3.0
5404,9.0
5405,1.0
5406,2.0
5407,4.0
5408,21.0
5409,4.0
5410,3.0
5411,4.0
5412,3.0
5413,6.0
5414,11.0
5415,4.0
5416,13.0
5417,3.0
5418,3.0
5419,6.0
5420,5.0
5421,9.0
5422,5.0
5423,3.0
5424,4.0
5425,3.0
5426,2.0
5427,1.0
5428,7.0
5429,4.0
5430,4.0
5431,7.0
5432,7.0
5433,6.0
5434,7.0
5435,10.0
5436,8.0
5437,8.0
5438,12.0
5439,10.0
5440,9.0
5441,10.0
5442,10.0
5443,9.0
5444,6.0
5445,7.0
5446,4.0
5447,8.0
5448,37.0
5449,7.0
5450,7.0
5451,5.0
5452,9.0
5453,12.0
5454,63.0
5455,14.0
5456,16.0
5457,3.0
5458,32.0
5459,4.0
5460,2.0
5461,20.0
5462,6.0
5463,15.0
5464,5.0
5465,7.0
5466,3.0
5467,6.0
5468,11.0
5469,12.0
5470,2.0
5471,5.0
5472,18.0
5473,18.0
5474,7.0
5475,3.0
5476,14.0
5477,11.0
5478,10.0
5479,12.0
5480,10.0
5481,10.0
5482,12.0
5483,12.0
5484,2.0
5485,3.0
5486,3.0
5487,3.0
5488,22.0
5489,6.0
5490,5.0
5491,6.0
5492,6.0
5493,13.0
5494,57.0
5495,3.0
5496,19.0
5497,5.0
5498,5.0
5499,5.0
5500,4.0
5501,7.0
5502,8.0
5503,5.0
5504,4.0
5505,17.0
5506,9.0
5507,1.0
5508,2.0
5509,4.0
5510,4.0
5511,3.0
5512,5.0
5513,4.0
5514,5.0
5515,8.0
5516,5.0
5517,5.0
5518,4.0
5519,2.0
5520,9.0
5521,2.0
5522,3.0
5523,3.0
5524,2.0
5525,13.0
5526,6.0
5527,3.0
5528,3.0
5529,2.0
5530,37.0
5531,3.0
5532,30.0
5533,5.0
5534,4.0
5535,63.0
5536,5.0
5537,20.0
5538,9.0
5539,9.0
5540,5.0
5541,7.0
5542,7.0
5543,6.0
5544,3.0
5545,3.0
5546,2.0
5547,3.0
5548,2.0
5549,22.0
5550,5.0
5551,3.0
5552,4.0
5553,7.0
5554,4.0
5555,9.0
5556,5.0
5557,16.0
5558,20.0
5559,169.20999999999913
5560,9.0
5561,18.0
5562,50.0
5563,4.0
5564,26.0
5565,5.0
5566,8.0
5567,3.0
5568,2.0
5569,4.0
5570,2.0
5571,3.0
5572,11.0
5573,2.0
5574,7.0
5575,6.0
5576,2.0
5577,1.0
5578,4.0
5579,9.0
5580,8.0
5581,124.0
5582,3.0
5583,3.0
5584,36.0
5585,12.0
5586,66.0
5587,8.0
5588,4.0
5589,6.0
5590,9.0
5591,2.0
5592,6.0
5593,41.0
5594,7.0
5595,2.0
5596,8.0
5597,73.0
5598,17.0
5599,5.0
5600,3.0
5601,6.0
5602,6.0
5603,15.0
5604,5.0
5605,21.0
5606,11.0
5607,10.0
5608,1.0
5609,20.0
5610,8.0
5611,4.0
5612,7.0
5613,3.0
5614,20.0
5615,6.0
5616,18.0
5617,3.0
5618,5.0
5619,4.0
5620,4.0
5621,8.0
5622,9.0
5623,8.0
5624,2.0
5625,4.0
5626,1.0
5627,14.0
5628,47.0
5629,19.0
5630,6.0
5631,11.0
5632,5.0
5633,4.0
5634,5.0
5635,16.0
5636,5.0
5637,7.0
5638,3.0
5639,2.0
5640,8.0
5641,15.0
5642,3.0
5643,4.0
5644,3.0
5645,9.0
5646,2.0
5647,8.0
5648,26.0
5649,3.0
5650,6.0
5651,7.0
5652,2.0
5653,23.0
5654,8.0
5655,8.0
5656,4.0
5657,4.0
5658,4.0
5659,6.0
5660,1.0
5661,3.0
5662,1.0
5663,7.0
5664,3.0
5665,6.0
5666,1.0
5667,1.0
5668,8.0
5669,1.0
5670,3.0
5671,3.0
5672,10.0
5673,3.0
5674,22.0
5675,3.0
5676,9.0
5677,15.0
5678,2.0
5679,5.0
5680,20.0
5681,15.0
5682,3.0
5683,14.0
5684,106.0
5685,3.0
5686,3.0
5687,7.0
5688,1.0
5689,3.0
5690,18.0
5691,6.0
5692,5.0
5693,9.0
5694,3.0
5695,2.0
5696,4.0
5697,5.0
5698,8.0
5699,4.0
5700,5.0
5701,11.0
5702,3.0
5703,4.0
5704,2.0
5705,1.0
5706,1.0
5707,2.0
5708,1.0
5709,4.0
5710,2.0
5711,2.0
5712,6.0
5713,1.0
5714,1.0
5715,3.0
5716,7.0
5717,11.0
5718,4.0
5719,33.0
5720,2.0
5721,2.0
5722,3.0
5723,6.0
5724,3.0
5725,3.0
5726,7.0
5727,6.0
5728,49.0
5729,14.0
5730,22.0
5731,13.0
5732,19.0
5733,3.0
5734,6.0
5735,2.0
5736,4.0
5737,8.0
5738,3.0
5739,7.0
5740,8.0
5741,4.0
5742,4.0
5743,9.0
5744,14.0
5745,4.0
5746,6.0
5747,3.0
5748,23.0
5749,15.0
5750,6.0
5751,8.0
5752,3.0
5753,2.0
5754,3.0
5755,2.0
5756,12.0
5757,2.0
5758,4.0
5759,24.0
5760,33.0
5761,7.0
5762,6.0
5763,9.0
5764,4.0
5765,6.0
5766,4.0
5767,21.0
5768,9.0
5769,9.0
5770,3.0
5771,2.0
5772,4.0
5773,9.0
5774,4.0
5775,9.0
5776,5.0
5777,8.0
5778,3.0
5779,3.0
5780,5.0
5781,6.0
5782,3.0
5783,8.0
5784,22.0
5785,2.0
5786,18.0
5787,1.0
5788,2.0
5789,1.0
5790,3.0
5791,3.0
5792,5.0
5793,3.0
5794,2.0
5795,4.0
5796,2.0
5797,2.0
5798,2.0
5799,8.0
5800,3.0
5801,2.0
5802,2.0
5803,2.0
5804,1.0
5805,1.0
5806,4.0
5807,19.0
5808,30.0
5809,9.0
5810,2.0
5811,137.0
5812,19.0
5813,16.0
5814,9.0
5815,5.0
5816,3.0
5817,5.0
5818,6.0
5819,42.0
5820,4.0
5821,4.0
5822,4.0
5823,36.0
5824,3.0
5825,7.0
5826,3.0
5827,4.0
5828,3.0
5829,6.0
5830,11.0
5831,14.0
5832,3.0
5833,8.0
5834,2.0
5835,13.0
5836,8.0
5837,15.0
5838,5.0
5839,16.0
5840,3.0
5841,6.0
5842,12.0
5843,2.0
5844,29.0
5845,16.0
5846,16.0
5847,2.0
5848,6.0
5849,5.0
5850,3.0
5851,10.0
5852,7.0
5853,2.0
5854,6.0
5855,18.0
5856,11.0
5857,4.0
5858,8.0
5859,4.0
5860,3.0
5861,5.0
5862,44.0
5863,3.0
5864,3.0
5865,3.0
5866,5.0
5867,19.0
5868,5.0
5869,5.0
5870,6.0
5871,4.0
5872,6.0
5873,2.0
5874,2.0
5875,3.0
5876,2.0
5877,3.0
5878,3.0
5879,3.0
5880,9.0
5881,4.0
5882,2.0
5883,11.0
5884,18.0
5885,6.0
5886,6.0
5887,7.0
5888,8.0
5889,83.0
5890,4.0
5891,4.0
5892,5.0
5893,7.0
5894,17.0
5895,6.0
5896,10.0
5897,7.0
5898,7.0
5899,4.0
5900,7.0
5901,5.0
5902,8.0
5903,6.0
5904,5.0
5905,5.0
5906,3.0
5907,7.0
5908,6.0
5909,7.0
5910,6.0
5911,8.0
5912,9.0
5913,8.0
5914,9.0
5915,8.0
5916,3.0
5917,3.0
5918,5.0
5919,3.0
5920,18.0
5921,5.0
5922,2.0
5923,3.0
5924,3.0
5925,2.0
5926,3.0
5927,4.0
5928,13.0
5929,3.0
5930,9.0
5931,6.0
5932,11.0
5933,4.0
5934,3.0
5935,8.0
5936,2.0
5937,5.0
5938,4.0
5939,5.0
5940,4.0
5941,4.0
5942,5.0
5943,7.0
5944,5.0
5945,7.0
5946,5.0
5947,6.0
5948,8.0
5949,5.0
5950,9.0
5951,10.0
5952,5.0
5953,5.0
5954,2.0
5955,5.0
5956,6.0
5957,2.0
5958,2.0
5959,1.0
5960,4.0
5961,5.0
5962,3.0
5963,5.0
5964,4.0
5965,1.0
5966,1.0
5967,2.0
5968,6.0
5969,1.0
5970,4.0
5971,1.0
5972,2.0
5973,2.0
5974,2.0
5975,3.0
5976,2.0
5977,4.0
5978,6.0
5979,1.0
5980,2.0
5981,2.0
5982,1.0
5983,2.0
5984,5.0
5985,3.0
5986,5.0
5987,4.0
5988,4.0
5989,5.0
5990,4.0
5991,4.0
5992,3.0
5993,2.0
5994,3.0
5995,2.0
5996,3.0
5997,3.0
5998,3.0
5999,4.0
6000,2.0
6001,2.0
6002,2.0
6003,2.0
6004,2.0
6005,8.0
6006,11.0
6007,3.0
6008,12.0
6009,13.0
6010,5.0
6011,7.0
6012,3.0
6013,4.0
6014,5.0
6015,3.0
6016,8.0
6017,7.0
6018,37.0
6019,3.0
6020,18.0
6021,1.0
6022,2.0
6023,3.0
6024,3.0
6025,2.0
6026,6.0
6027,71.0
6028,5.0
6029,7.0
6030,1.0
6031,3.0
6032,8.0
6033,3.0
6034,3.0
6035,2.0
6036,3.0
6037,3.0
6038,6.0
6039,4.0
6040,4.0
6041,5.0
6042,5.0
6043,6.0
6044,5.0
6045,9.0
6046,9.0
6047,4.0
6048,9.0
6049,3.0
6050,5.0
6051,6.0
6052,6.0
6053,5.0
6054,6.0
6055,6.0
6056,21.0
6057,2.0
6058,4.0
6059,104.0
6060,2.0
6061,4.0
6062,3.0
6063,4.0
6064,3.0
6065,4.0
6066,5.0
6067,6.0
6068,4.0
6069,6.0
6070,9.0
6071,5.0
6072,9.0
6073,13.0
6074,5.0
6075,7.0
6076,5.0
6077,6.0
6078,10.0
6079,4.0
6080,5.0
6081,4.0
6082,4.0
6083,7.0
6084,10.0
6085,7.0
6086,4.0
6087,11.0
6088,6.0
